(4,0)    54561  259655i	    -511    -425i,	  261633,  261719i
(4,1)    58318  259465i	     854     -15i,	     854,  262129i
(4,2)    56517  261976i	     485+     312i,	     485,     312i
(4,3)    58334  259072i	    1326     -48i,	    1326,  262096i
(4,4)    79418       0i	   23866+       0i,	   23866,       0i
(4,5)    57443      73i	     435+     713i,	     435,     713i
(4,6)    56907  260568i	    -133+     120i,	  262011,     120i
(4,7)    56804  260853i	    1508+     469i,	    1508,     469i
(4,8)    54813  259554i	     253+      34i,	     253,      34i
(4,9)    58111  260119i	     735+     503i,	     735,     503i
(4,10)    56111  260820i	   -1049+     268i,	  261095,     268i
(4,11)    56922  261050i	     554+     122i,	     554,     122i
(4,12)    56048  261853i	    -496+     125i,	  261648,     125i
(4,13)    58422  258660i	    -274   -1124i,	  261870,  261020i
(4,14)    58737  257368i	     257    -968i,	     257,  261176i
(4,15)    59214  261701i	     214+     797i,	     214,     797i
(4,16)    55902  259209i	     398    -263i,	     398,  261881i
(4,17)    60691  260134i	    1211+    1102i,	    1211,    1102i
(4,18)    58771  259639i	     291+     247i,	     291,     247i
(4,19)    58155  259881i	      11    -407i,	      11,  261737i
(4,20)    59038     281i	     278+    1761i,	     278,    1761i
(4,21)    56006  261881i	     670+    1153i,	     670,    1153i
(4,22)    57622  260008i	     262+      24i,	     262,      24i
(4,23)    58134    2207i	    1086+     215i,	    1086,     215i
(4,24)    56549  262029i	    1269+     637i,	    1269,     637i
(4,25)    55702  261337i	    -706+     193i,	  261438,     193i
(4,26)    57567  260670i	     303     -98i,	     303,  262046i
(4,27)    58285  261310i	    1157    -954i,	    1157,  261190i
(4,28)    56152  257406i	    1096    -962i,	    1096,  261182i
(4,29)    58285  258803i	    1605     -69i,	    1605,  262075i
(4,30)    56850  259152i	    -446    -528i,	  261698,  261616i
(4,31)    56433  260621i	      89+     437i,	      89,     437i
(5,0)    56431  260677i	     -97     -43i,	  262047,  262101i
(5,1)    59709  260348i	     789+     228i,	     789,     228i
(5,2)    57813     627i	     325+     467i,	     325,     467i
(5,3)    59268  259919i	     804+     159i,	     804,     159i
(5,4)    57443  262071i	     435    -713i,	     435,  261431i
(5,5)    80712       0i	   22248+       0i,	   22248,       0i
(5,6)    58333  261891i	    -163+     803i,	  261981,     803i
(5,7)    56709  259860i	     -43   -1164i,	  262101,  260980i
(5,8)    56311  260318i	     295+     158i,	     295,     158i
(5,9)    58666  259955i	    -166    -301i,	  261978,  261843i
(5,10)    59890  259803i	    1274   -1389i,	    1274,  260755i
(5,11)    56572  260191i	   -1252   -1377i,	  260892,  260767i
(5,12)    57705    1196i	    -295+     972i,	  261849,     972i
(5,13)    59249  260822i	    -903+     398i,	  261241,     398i
(5,14)    59624  258752i	    -312    -224i,	  261832,  261920i
(5,15)    60550  262073i	      94+     529i,	      94,     529i
(5,16)    55544  259298i	   -1416    -814i,	  260728,  261330i
(5,17)    61332  259956i	     396+     284i,	     396,     284i
(5,18)    60945  258661i	    1009   -1371i,	    1009,  260773i
(5,19)    60531  260744i	     931    -184i,	     931,  261960i
(5,20)    59740  261078i	    -476    -226i,	  261668,  261918i
(5,21)    57498  261243i	     706    -125i,	     706,  262019i
(5,22)    59343  260047i	     527    -577i,	     527,  261567i
(5,23)    59512    2705i	    1008+      73i,	    1008,      73i
(5,24)    55926  261754i	    -810    -278i,	  261334,  261866i
(5,25)    58718     278i	     854+     638i,	     854,     638i
(5,26)    58079  261731i	    -641+     323i,	  261503,     323i
(5,27)    58856    1791i	     272+    1031i,	     272,    1031i
(5,28)    57579  259467i	    1067+     459i,	    1067,     459i
(5,29)    58718  259183i	     582    -329i,	     582,  261815i
(5,30)    58927  261797i	     175+    1477i,	     175,    1477i
(5,31)    58043  261267i	     243+     443i,	     243,     443i
(6,0)    57603  261793i	    1043+      17i,	    1043,      17i
(6,1)    58667     236i	    -285+    1204i,	  261859,    1204i
(6,2)    55500     888i	   -2020    -328i,	  260124,  261816i
(6,3)    58373  261843i	    -123+    1027i,	  262021,    1027i
(6,4)    56907    1576i	    -133    -120i,	  262011,  262024i
(6,5)    58333     253i	    -163    -803i,	  261981,  261341i
(6,6)    82144       0i	   23616+       0i,	   23616,       0i
(6,7)    56318  261868i	    -466    -212i,	  261678,  261932i
(6,8)    56246  260903i	     198    -313i,	     198,  261831i
(6,9)    58699     768i	    -165+    1600i,	  261979,    1600i
(6,10)    59528  261674i	     880    -574i,	     880,  261570i
(6,11)    58757    1147i	     901+     667i,	     901,     667i
(6,12)    58877    1143i	     845    -137i,	     845,  262007i
(6,13)    59164     769i	   -1020+    1433i,	  261124,    1433i
(6,14)    59652  260049i	    -316+      17i,	  261828,      17i
(6,15)    61111     794i	     623+     338i,	     623,     338i
(6,16)    57273  260219i	     281    -949i,	     281,  261195i
(6,17)    60562  261285i	    -406+     557i,	  261738,     557i
(6,18)    60456  260520i	     488    -568i,	     488,  261576i
(6,19)    59487  261916i	    -145     -68i,	  261999,  262076i
(6,20)    59453  260876i	    -795   -1484i,	  261349,  260660i
(6,21)    55771     312i	   -1053+      32i,	  261091,      32i
(6,22)    57962     301i	    -886+     765i,	  261258,     765i
(6,23)    58578    3614i	      42     -74i,	      42,  262070i
(6,24)    55783    1506i	    -985+     562i,	  261159,     562i
(6,25)    57222  261760i	    -674   -1080i,	  261470,  261064i
(6,26)    59391  262024i	     639    -440i,	     639,  261704i
(6,27)    60049    3296i	    1433+    1480i,	    1433,    1480i
(6,28)    56561  260228i	      17+     164i,	      17,     164i
(6,29)    58460      54i	     292+    1630i,	     292,    1630i
(6,30)    59372  261743i	     588+     367i,	     588,     367i
(6,31)    57173    1388i	    -659+    1652i,	  261485,    1652i
(7,0)    55187     370i	     371+     674i,	     371,     674i
(7,1)    56701  261249i	    -507+       9i,	  261637,       9i
(7,2)    54853    1321i	    -923+      41i,	  261221,      41i
(7,3)    56880  261845i	     128+     965i,	     128,     965i
(7,4)    56804    1291i	    1508    -469i,	    1508,  261675i
(7,5)    56709    2284i	     -43+    1164i,	  262101,    1164i
(7,6)    56318     276i	    -466+     212i,	  261678,     212i
(7,7)    78328       0i	   23288+       0i,	   23288,       0i
(7,8)    54286  261186i	     -18     -94i,	  262126,  262050i
(7,9)    57090  261479i	     -30+     103i,	  262114,     103i
(7,10)    56873      23i	     -31    -145i,	  262113,  261999i
(7,11)    56736     665i	     624+     121i,	     624,     121i
(7,12)    56203    1436i	     -85+      92i,	  262059,      92i
(7,13)    57956     142i	    -484+     742i,	  261660,     742i
(7,14)    58485  259309i	     261    -787i,	     261,  261357i
(7,15)    58395     802i	    -349+     282i,	  261795,     282i
(7,16)    56091  261392i	     843+     160i,	     843,     160i
(7,17)    60321  259762i	    1097   -1030i,	    1097,  261114i
(7,18)    58359  261173i	     135+      21i,	     135,      21i
(7,19)    58430      70i	     542+     166i,	     542,     166i
(7,20)    58425     157i	     -79    -123i,	  262065,  262021i
(7,21)    56344     499i	    1264+     155i,	    1264,     155i
(7,22)    56735  260796i	    -369    -948i,	  261775,  261196i
(7,23)    57384    2966i	     592    -786i,	     592,  261358i
(7,24)    53698     301i	   -1326    -707i,	  260818,  261437i
(7,25)    56281     332i	     129    -428i,	     129,  261716i
(7,26)    58414     861i	    1406+     477i,	    1406,     477i
(7,27)    55904    2450i	    -968+     570i,	  261176,     570i
(7,28)    55732  260135i	     932+       7i,	     932,       7i
(7,29)    57272  260794i	     848+     162i,	     848,     162i
(7,30)    57857  261353i	     817     -87i,	     817,  262057i
(7,31)    54525  261558i	   -1563    -386i,	  260581,  261758i
(8,0)    54712  261644i	     632   -1060i,	     632,  261084i
(8,1)    57141     514i	     669+     554i,	     669,     554i
(8,2)    57118    1191i	    2078    -953i,	    2078,  261191i
(8,3)    55802     424i	    -214+     824i,	  261930,     824i
(8,4)    54813    2590i	     253     -34i,	     253,  262110i
(8,5)    56311    1826i	     295    -158i,	     295,  261986i
(8,6)    56246    1241i	     198+     313i,	     198,     313i
(8,7)    54286     958i	     -18+      94i,	  262126,      94i
(8,8)    77454       0i	   23886+       0i,	   23886,       0i
(8,9)    55463  261569i	    -921    -671i,	  261223,  261473i
(8,10)    55947     411i	    -221    -621i,	  261923,  261523i
(8,11)    56259    2013i	     883+     605i,	     883,     605i
(8,12)    54701    1751i	    -851    -457i,	  261293,  261687i
(8,13)    58237     892i	     533+     628i,	     533,     628i
(8,14)    58425  260505i	     937    -455i,	     937,  261689i
(8,15)    58756    1926i	     748+     542i,	     748,     542i
(8,16)    55016      25i	     504+      73i,	     504,      73i
(8,17)    57950  260884i	    -538    -772i,	  261606,  261372i
(8,18)    58207     545i	     719+     673i,	     719,     673i
(8,19)    57015  262010i	    -137    -902i,	  262007,  261242i
(8,20)    58546    1333i	     778+     189i,	     778,     189i
(8,21)    56403    1235i	    2059+      27i,	    2059,      27i
(8,22)    56965  261327i	     597   -1281i,	     597,  260863i
(8,23)    57014    3571i	     958   -1045i,	     958,  261099i
(8,24)    55544    1999i	    1256+     127i,	    1256,     127i
(8,25)    55701    2538i	     285+     914i,	     285,     914i
(8,26)    55366     672i	    -906    -576i,	  261238,  261568i
(8,27)    56707    2515i	     571    -229i,	     571,  261915i
(8,28)    56030  261361i	    1966+     369i,	    1966,     369i
(8,29)    55379  260972i	    -309    -524i,	  261835,  261620i
(8,30)    56293     213i	     -11+      53i,	  262133,      53i
(8,31)    56527     965i	    1175+     301i,	    1175,     301i
(9,0)    55899     417i	    -997     -47i,	  261147,  262097i
(9,1)    59977     458i	     689+     594i,	     689,     594i
(9,2)    57090    2947i	    -766+     899i,	  261378,     899i
(9,3)    57979     230i	    -853+     726i,	  261291,     726i
(9,4)    58111    2025i	     735    -503i,	     735,  261641i
(9,5)    58666    2189i	    -166+     301i,	  261978,     301i
(9,6)    58699  261376i	    -165   -1600i,	  261979,  260544i
(9,7)    57090     665i	     -30    -103i,	  262114,  262041i
(9,8)    55463     575i	    -921+     671i,	  261223,     671i
(9,9)    81706       0i	   22506+       0i,	   22506,       0i
(9,10)    58324     659i	    -660    -277i,	  261484,  261867i
(9,11)    58720     306i	     528   -1006i,	     528,  261138i
(9,12)    58422    2255i	      54+     143i,	      54,     143i
(9,13)    60560    1065i	      40+     897i,	      40,     897i
(9,14)    60067  260916i	    -237+      52i,	  261907,      52i
(9,15)    60304    1387i	    -520+      99i,	  261624,      99i
(9,16)    58650     664i	    1322+     808i,	    1322,     808i
(9,17)    61680  261116i	     376    -444i,	     376,  261700i
(9,18)    60133  261049i	    -171    -871i,	  261973,  261273i
(9,19)    60224      68i	     256    -604i,	     256,  261540i
(9,20)    60121    1366i	    -463+     318i,	  261681,     318i
(9,21)    56951  262110i	    -209   -1146i,	  261935,  260998i
(9,22)    60820     337i	    1636     -31i,	    1636,  262113i
(9,23)    59535    4748i	     663+     228i,	     663,     228i
(9,24)    58210    1695i	    1106     -81i,	    1106,  262063i
(9,25)    57715    2072i	    -517+     544i,	  261627,     544i
(9,26)    59630      21i	     542   -1131i,	     542,  261013i
(9,27)    59721    1738i	     769    -910i,	     769,  261234i
(9,28)    56838  261239i	     -42+     343i,	  262102,     343i
(9,29)    59024  261606i	     520+     206i,	     520,     206i
(9,30)    59804     298i	     684+     234i,	     684,     234i
(9,31)    58151    1578i	     -17+    1010i,	  262127,    1010i
(10,0)    57366  262063i	     686+     391i,	     686,     391i
(10,1)    59065  261761i	      -7+     689i,	  262137,     689i
(10,2)    58289     244i	     649    -868i,	     649,  261276i
(10,3)    60036  260547i	    1420    -165i,	    1420,  261979i
(10,4)    56111    1324i	   -1049    -268i,	  261095,  261876i
(10,5)    59890    2341i	    1274+    1389i,	    1274,    1389i
(10,6)    59528     470i	     880+     574i,	     880,     574i
(10,7)    56873  262121i	     -31+     145i,	  262113,     145i
(10,8)    55947  261733i	    -221+     621i,	  261923,     621i
(10,9)    58324  261485i	    -660+     277i,	  261484,     277i
(10,10)    82357       0i	   23589+       0i,	   23589,       0i
(10,11)    58716    1095i	     740+     719i,	     740,     719i
(10,12)    56839    1058i	   -1313    -118i,	  260831,  262026i
(10,13)    59696  261496i	    -608+     120i,	  261536,     120i
(10,14)    59852  259594i	    -236    -334i,	  261908,  261810i
(10,15)    59814     962i	    -794+     610i,	  261350,     610i
(10,16)    57007  260602i	    -105    -462i,	  262039,  261682i
(10,17)    62065  260877i	     977+     253i,	     977,     253i
(10,18)    59888  261042i	    -200+      58i,	  261944,      58i
(10,19)    60377  261659i	     625    -221i,	     625,  261923i
(10,20)    60279    1719i	     -89+    1607i,	  262055,    1607i
(10,21)    59331     733i	    2387+     557i,	    2387,     557i
(10,22)    59199     260i	     231+     828i,	     231,     828i
(10,23)    58363    3053i	    -293    -531i,	  261851,  261613i
(10,24)    55928    1502i	    -960+     662i,	  261184,     662i
(10,25)    58000  261986i	     -16    -750i,	  262128,  261394i
(10,26)    59074     793i	     202+     577i,	     202,     577i
(10,27)    58720    2030i	     -16+     318i,	  262128,     318i
(10,28)    57761  259261i	    1097    -699i,	    1097,  261445i
(10,29)    58223  260223i	     -65    -241i,	  262079,  261903i
(10,30)    58570  260093i	    -334   -1179i,	  261810,  260965i
(10,31)    57760  261977i	    -192+     201i,	  261952,     201i
(11,0)    55887  261918i	      -1+     622i,	  262143,     622i
(11,1)    59050  260217i	     770    -479i,	     770,  261665i
(11,2)    57136     234i	     288    -502i,	     288,  261642i
(11,3)    58147  258822i	     323   -1514i,	     323,  260630i
(11,4)    56922    1094i	     554    -122i,	     554,  262022i
(11,5)    56572    1953i	   -1252+    1377i,	  260892,    1377i
(11,6)    58757  260997i	     901    -667i,	     901,  261477i
(11,7)    56736  261479i	     624    -121i,	     624,  262023i
(11,8)    56259  260131i	     883    -605i,	     883,  261539i
(11,9)    58720  261838i	     528+    1006i,	     528,    1006i
(11,10)    58716  261049i	     740    -719i,	     740,  261425i
(11,11)    81022       0i	   23838+       0i,	   23838,       0i
(11,12)    55535     289i	   -1825    -511i,	  260319,  261633i
(11,13)    58461  260419i	   -1051    -581i,	  261093,  261563i
(11,14)    59120  260428i	    -176+     876i,	  261968,     876i
(11,15)    59500  261195i	    -316    -925i,	  261828,  261219i
(11,16)    56999  260965i	     679+     277i,	     679,     277i
(11,17)    60992  259352i	     696    -896i,	     696,  261248i
(11,18)    61085  260682i	    1789+      74i,	    1789,      74i
(11,19)    59476  261248i	     516    -256i,	     516,  261888i
(11,20)    60260     217i	     684+     481i,	     684,     481i
(11,21)    56046    1013i	    -106+    1213i,	  262038,    1213i
(11,22)    57070  260489i	   -1106    -711i,	  261038,  261433i
(11,23)    57160    4374i	    -704+    1166i,	  261440,    1166i
(11,24)    57253    1420i	    1157+     956i,	    1157,     956i
(11,25)    57058  261029i	    -166   -1331i,	  261978,  260813i
(11,26)    58979    1161i	     899+    1321i,	     899,    1321i
(11,27)    58339    1045i	     395    -291i,	     395,  261853i
(11,28)    56223  259099i	     351    -485i,	     351,  261659i
(11,29)    57282  259827i	    -214    -261i,	  261930,  261883i
(11,30)    57250  261054i	    -862+     158i,	  261282,     158i
(11,31)    57148  261904i	     -12+     504i,	  262132,     504i
(12,0)    57078  261119i	    1014+     623i,	    1014,     623i
(12,1)    57917  261005i	    -539+    1109i,	  261605,    1109i
(12,2)    58008  261015i	     984   -1065i,	     984,  261079i
(12,3)    57953  259590i	     -47+      54i,	  262097,      54i
(12,4)    56048     291i	    -496    -125i,	  261648,  262019i
(12,5)    57705  260948i	    -295    -972i,	  261849,  261172i
(12,6)    58877  261001i	     845+     137i,	     845,     137i
(12,7)    56203  260708i	     -85     -92i,	  262059,  262052i
(12,8)    54701  260393i	    -851+     457i,	  261293,     457i
(12,9)    58422  259889i	      54    -143i,	      54,  262001i
(12,10)    56839  261086i	   -1313+     118i,	  260831,     118i
(12,11)    55535  261855i	   -1825+     511i,	  260319,     511i
(12,12)    80324       0i	   22788+       0i,	   22788,       0i
(12,13)    59649  259805i	     -39    -395i,	  262105,  261749i
(12,14)    59324  258664i	    -148     -88i,	  261996,  262056i
(12,15)    60982  261850i	     990+     530i,	     990,     530i
(12,16)    58516  260208i	    2020+     320i,	    2020,     320i
(12,17)    60349  259967i	    -123+     519i,	  262021,     519i
(12,18)    60232  260999i	     760+    1191i,	     760,    1191i
(12,19)    58910  260846i	    -226+     142i,	  261918,     142i
(12,20)    60537  260290i	     785    -790i,	     785,  261354i
(12,21)    57082  260980i	     754    -164i,	     754,  261980i
(12,22)    58631  259214i	     279   -1186i,	     279,  260958i
(12,23)    59302    2010i	    1262    -398i,	    1262,  261746i
(12,24)    56854  261680i	     582    -128i,	     582,  262016i
(12,25)    56326     348i	   -1074+     932i,	  261070,     932i
(12,26)    58004  261077i	    -252    -107i,	  261892,  262037i
(12,27)    58054     292i	     -66    -244i,	  262078,  261900i
(12,28)    55358  259318i	    -690+     534i,	  261454,     534i
(12,29)    57358  260207i	    -314+     919i,	  261830,     919i
(12,30)    58625  260947i	     337+     851i,	     337,     851i
(12,31)    57528  261011i	     192+     411i,	     192,     411i
(13,0)    58991     733i	     775+     437i,	     775,     437i
(13,1)    60373  261044i	    -235    -796i,	  261909,  261348i
(13,2)    60717    3005i	    1541+    1125i,	    1541,    1125i
(13,3)    60310     533i	     158+    1197i,	     158,    1197i
(13,4)    58422    3484i	    -274+    1124i,	  261870,    1124i
(13,5)    59249    1322i	    -903    -398i,	  261241,  261746i
(13,6)    59164  261375i	   -1020   -1433i,	  261124,  260711i
(13,7)    57956  262002i	    -484    -742i,	  261660,  261402i
(13,8)    58237  261252i	     533    -628i,	     533,  261516i
(13,9)    60560  261079i	      40    -897i,	      40,  261247i
(13,10)    59696     648i	    -608    -120i,	  261536,  262024i
(13,11)    58461    1725i	   -1051+     581i,	  261093,     581i
(13,12)    59649    2339i	     -39+     395i,	  262105,     395i
(13,13)    84331       0i	   22491+       0i,	   22491,       0i
(13,14)    61416  261475i	    -208+     779i,	  261936,     779i
(13,15)    62835     507i	     691    -613i,	     691,  261531i
(13,16)    58881  261782i	     233     -50i,	     233,  262094i
(13,17)    62324  262111i	    -300+     719i,	  261844,     719i
(13,18)    61451  261733i	    -173     -19i,	  261971,  262125i
(13,19)    61780  261280i	     492   -1368i,	     492,  260776i
(13,20)    61212    1794i	    -692+     914i,	  261452,     914i
(13,21)    58624    1992i	     144+    1048i,	     144,    1048i
(13,22)    59230  262094i	   -1274    -250i,	  260870,  261894i
(13,23)    59977    4642i	    -215+     290i,	  261929,     290i
(13,24)    60194     464i	    1770   -1144i,	    1770,  261000i
(13,25)    58398    2439i	   -1154+    1079i,	  260990,    1079i
(13,26)    59683      54i	    -725    -930i,	  261419,  261214i
(13,27)    59503    1090i	    -769   -1390i,	  261375,  260754i
(13,28)    59079  260127i	     879    -601i,	     879,  261543i
(13,29)    60069  261799i	     245+     567i,	     245,     567i
(13,30)    60923  261504i	     483    -536i,	     483,  261608i
(13,31)    60142     525i	     654+     125i,	     654,     125i
(14,0)    57453    1449i	    -547    -295i,	  261597,  261849i
(14,1)    61452     730i	    1060    -414i,	    1060,  261730i
(14,2)    60160    2807i	    1200    -521i,	    1200,  261623i
(14,3)    59028     122i	    -908    -662i,	  261236,  261482i
(14,4)    58737    4776i	     257+     968i,	     257,     968i
(14,5)    59624    3392i	    -312+     224i,	  261832,     224i
(14,6)    59652    2095i	    -316     -17i,	  261828,  262127i
(14,7)    58485    2835i	     261+     787i,	     261,     787i
(14,8)    58425    1639i	     937+     455i,	     937,     455i
(14,9)    60067    1228i	    -237     -52i,	  261907,  262092i
(14,10)    59852    2550i	    -236+     334i,	  261908,     334i
(14,11)    59120    1716i	    -176    -876i,	  261968,  261268i
(14,12)    59324    3480i	    -148+      88i,	  261996,      88i
(14,13)    61416     669i	    -208    -779i,	  261936,  261365i
(14,14)    83842       0i	   22434+       0i,	   22434,       0i
(14,15)    61308    2370i	    -620    -198i,	  261524,  261946i
(14,16)    59830     662i	    1398    -474i,	    1398,  261670i
(14,17)    62748     479i	     340    -217i,	     340,  261927i
(14,18)    61216     494i	    -192    -562i,	  261952,  261582i
(14,19)    61022     482i	     -50   -1470i,	  262094,  260674i
(14,20)    62090    3105i	     402+     777i,	     402,     777i
(14,21)    59763    1485i	    1499    -907i,	    1499,  261237i
(14,22)    60451    1503i	     163    -145i,	     163,  261999i
